id,genre_id,movie_id
533,16,306
534,29,307
535,17,307
536,5,308
537,10,309
538,5,310
539,19,311
540,1,312
541,5,312
542,19,313
543,16,313
544,7,313
545,10,314
546,15,315
547,19,316
548,7,316
549,19,317
550,14,317
551,1,318
552,19,318
553,1,319
554,17,319
555,1,320
556,16,321
557,1,322
558,19,323
559,16,323
560,1,324
561,16,325
562,19,325
563,15,326
564,19,327
565,11,327
566,16,327
567,10,328
568,18,329
569,7,329
570,1,330
571,16,330
572,1,331
573,2,332
574,19,332
575,11,333
576,1,333
577,5,333
578,19,334
579,6,334
580,1,335
581,1,336
582,1,337
583,4,337
584,7,337
585,19,338
586,10,339
587,10,340
588,10,341
589,1,342
590,7,343
591,1,344
592,1,345
593,1,346
594,19,346
595,15,347
596,11,348
597,5,348
598,14,349
599,16,350
600,1,350
601,7,350
602,1,351
603,14,352
604,19,352
605,16,353
606,7,353
607,10,354
608,1,354
609,1,355
610,19,355
611,19,356
612,5,357
613,19,358
614,15,359
615,15,360
616,1,360
617,19,361
618,19,362
619,4,362
620,16,362
621,16,363
622,7,363
623,15,364
624,6,364
625,10,365
626,19,366
627,11,366
628,4,367
629,1,368
630,1,369
631,18,370
632,1,370
633,1,371
634,1,372
635,1,373
636,11,374
637,29,375
638,1,376
639,19,377
640,16,377
641,7,377
642,19,378
643,11,378
644,1,378
645,15,379
646,5,379
647,15,380
648,19,380
649,15,381
650,1,381
651,2,381
652,15,382
653,15,383
654,15,384
655,1,385
656,19,386
657,2,386
658,6,386
659,4,387
660,7,387
661,1,388
662,4,389
663,6,389
664,1,390
665,1,391
666,12,391
667,19,392
668,1,393
669,5,393
670,5,394
671,16,395
672,7,395
673,4,396
674,19,396
675,6,397
676,16,397
677,13,397
678,11,398
679,1,399
680,13,400
681,11,400
682,5,400
683,12,401
684,1,401
685,10,402
686,15,403
687,5,403
688,1,404
689,5,404
690,1,405
691,12,405
692,1,406
693,7,407
694,19,408
695,1,409
696,1,410
697,12,411
698,1,411
699,21,412
700,7,413
701,4,414
702,7,414
703,1,415
704,19,415
705,4,416
706,13,416
707,11,417
708,1,417
709,17,417
710,18,418
711,7,418
712,14,419
713,19,419
714,4,420
715,11,421
716,16,422
717,7,422
718,1,423
719,1,424
720,10,425
721,7,426
722,13,426
723,11,427
724,4,427
725,7,427
726,5,428
727,1,429
728,18,430
729,1,431
730,14,431
731,19,432
732,15,433
733,1,434
734,4,435
735,16,436
736,7,436
737,19,436
738,1,437
739,12,437
740,6,437
741,7,438
742,4,438
743,5,439
744,19,440
745,10,441
746,1,442
747,1,443
748,15,444
749,1,445
750,19,446
751,7,446
752,10,447
753,1,448
754,17,448
755,1,449
756,11,450
757,1,450
758,1,451
759,15,452
760,6,452
761,5,453
762,1,454
763,15,455
764,4,456
765,10,457
766,11,458
767,1,459
768,7,459
769,1,460
770,19,461
771,2,461
772,4,462
773,7,462
774,5,463
775,1,463
776,15,464
777,10,465
778,21,466
779,19,467
780,17,468
781,29,468
782,6,469
783,1,469
784,12,469
785,1,470
786,11,471
787,1,471
788,5,472
789,10,473
790,19,474
791,4,475
792,10,476
793,1,476
794,21,477
795,1,477
796,19,478
797,2,478
798,19,479
799,19,480
800,6,480
801,16,480
802,16,481
803,1,481
804,11,482
805,1,482
806,16,483
807,19,483
808,11,484
809,1,484
810,12,484
811,20,485
812,10,486
813,15,487
814,1,488
815,16,488
816,10,489
817,1,490
818,11,490
819,10,491
820,19,492
821,18,492
822,4,493
823,1,494
824,19,495
825,16,495
826,1,495
827,18,496
828,1,496
829,1,497
830,1,498
831,4,499
832,7,499
833,1,500
834,1,501
835,5,501
836,10,502
837,19,503
838,16,503
839,10,504
840,4,505
841,19,505
842,1,506
843,19,507
844,6,507
845,11,507
846,2,508
847,1,508
848,5,508
849,1,509
850,11,509
851,7,510
852,1,511
853,1,512
854,10,513
855,1,514
856,16,515
857,1,515
858,19,516
859,20,516
860,7,517
861,16,517
862,1,518
863,17,518
864,15,519
865,6,519
866,11,519
867,15,520
868,19,520
869,6,520
870,11,520
871,12,520
872,2,520
873,18,520
874,21,521
875,1,521
876,10,522
877,15,523
878,6,523
879,17,524
880,15,524
881,1,525
882,5,525
883,1,526
884,15,527
885,4,528
886,7,528
887,19,529
888,6,529
889,2,529
890,18,529
891,15,530
892,6,530
893,11,530
894,19,531
895,5,532
896,15,533
897,1,533
898,4,534
899,7,534
900,18,534
901,1,535
902,12,535
903,2,535
904,15,536
905,1,537
906,19,538
907,11,539
908,1,539
909,1,540
910,5,540
911,1,541
912,10,542
913,16,543
914,1,543
915,1,544
916,14,545
917,1,545
918,29,546
919,13,547
920,7,547
921,4,548
922,4,549
923,16,549
924,2,550
925,5,550
926,10,551
927,15,552
928,6,552
929,12,552
930,2,552
931,1,553
932,1,554
933,11,555
934,1,555
935,5,556
936,11,557
937,1,557
938,5,558
939,1,558
940,1,559
941,16,560
942,1,560
943,19,561
944,7,561
945,4,561
946,1,562
947,10,563
948,7,564
949,13,564
950,19,565
951,16,565
952,1,565
953,19,566
954,4,567
955,7,567
956,1,568
957,15,569
958,4,570
959,13,570
960,1,571
961,16,572
962,1,572
963,7,572
964,11,573
965,19,574
966,1,574
967,15,575
968,5,576
969,11,577
970,19,577
971,4,578
972,7,578
973,2,579
974,6,579
975,19,580
976,19,581
977,4,582
978,15,583
979,19,584
980,1,585
981,11,586
982,1,586
983,1,587
984,5,587
985,10,588
986,11,589
987,19,590
988,6,590
989,4,591
990,7,591
991,4,592
992,10,593
993,1,594
994,15,595
995,19,595
996,2,595
997,11,595
998,17,596
999,1,596
1000,5,596
1001,5,597
1002,1,598
1003,5,599
1004,7,599
1005,1,600
1006,19,601
1007,1,601
1008,7,602
1009,1,603
1010,16,604
1011,1,604
1012,5,604
1013,1,605
1014,7,605
1015,13,605
1016,4,606
1017,11,606
1018,5,606
1019,1,607
1020,7,607
1021,11,608
1022,14,609
1023,10,610
1024,1,611
1025,19,612
1026,6,612
1027,7,612
1028,19,613
1029,6,613
1030,2,613
1031,16,614
1032,19,614
1033,5,615
1034,1,615
1035,7,616
1036,19,616
1037,1,617
1038,19,617
1039,4,617
1040,12,617
1041,1,618
1042,11,619
1043,4,620
1044,19,621
1045,18,621
1046,18,622
1047,15,623
1048,1,624
1049,11,624
1050,5,624
1051,12,625
1052,17,625
1053,1,626
1054,5,626
1055,2,626
1056,5,627
1057,11,627
1058,19,628
1059,7,628
1060,1,629
1061,19,630
1062,2,630
1063,20,630
1064,15,631
1065,21,632
1066,13,633
1067,7,633
1068,1,634
1069,5,634
1070,19,635
1071,11,636
1072,1,636
1073,7,637
1074,1,638
1075,18,638
1076,4,639
1077,7,639
1078,18,640
1079,13,641
1080,7,641
1081,7,642
1082,18,643
1083,1,644
1084,5,644
1085,5,645
1086,13,646
1087,1,646
1088,19,647
1089,19,648
1090,16,648
1091,1,648
1092,13,648
1093,7,648
1094,19,649
1095,2,649
1096,19,650
1097,15,651
1098,6,651
1099,11,651
1100,19,652
1101,1,653
1102,14,653
1103,19,654
1104,10,655
1105,19,656
1106,18,656
1107,1,657
1108,19,658
1109,1,659
1110,7,659
1111,19,660
1112,15,661
1113,6,661
1114,2,661
1115,2,662
1116,13,662
1117,2,663
1118,5,663
1119,19,664
1120,1,665
1121,5,665
1122,1,666
1123,7,666
1124,16,666
1125,16,667
1126,5,667
1127,19,667
1128,11,668
1129,1,669
1130,10,670
1131,16,671
1132,1,671
1133,1,672
1134,19,673
1135,1,673
1136,10,674
1137,6,675
1138,7,675
1139,4,676
1140,11,676
1141,19,677
1142,1,678
1143,17,678
1144,11,679
1145,1,680
1146,15,681
1147,1,682
1148,5,682
1149,4,683
1150,19,684
1151,1,684
1152,11,685
1153,1,686
1154,11,686
1155,5,686
1156,19,687
1157,4,687
1158,7,687
1159,4,688
1160,4,689
1161,1,690
1162,11,691
1163,19,691
1164,4,692
1165,19,693
1166,16,693
1167,1,694
1168,1,695
1169,12,695
1170,18,696
1171,19,696
1172,11,697
1173,19,698
1174,1,698
1175,14,698
1176,19,699
1177,14,699
1178,1,700
1179,5,701
1180,7,701
1181,10,702
1182,5,703
1183,1,703
1184,21,704
1185,11,705
1186,5,706
1187,11,707
1188,1,707
1189,1,708
1190,5,708
1191,13,709
1192,7,709
1193,11,710
1194,19,711
1195,6,711
1196,18,711
1197,7,712
1198,4,712
1199,4,713
1200,13,713
1201,5,714
1202,10,715
1203,1,716
1204,10,717
1205,4,718
1206,5,718
1207,11,718
1208,4,719
1209,11,720
1210,11,721
1211,1,722
1212,7,722
1213,4,722
1214,7,723
1215,15,724
1216,15,725
1217,15,726
1218,11,726
1219,19,726
1220,6,726
1221,15,727
1222,1,728
1223,13,728
1224,18,728
1225,7,728
1226,11,729
1227,1,730
1228,10,731
1229,15,732
1230,1,733
1231,1,734
1232,7,735
1233,16,736
1234,19,736
1235,1,737
1236,15,738
1237,4,739
1238,15,740
1239,1,741
1240,5,741
1241,11,742
1242,1,742
1243,5,743
1244,5,744
1245,15,745
1246,1,745
1247,21,746
1248,16,747
1249,1,747
1250,13,747
1251,10,748
1252,1,749
1253,15,750
1254,6,750
1255,12,750
1256,2,750
1257,1,751
1258,18,752
1259,10,753
1260,4,754
1261,7,754
1262,1,755
1263,12,755
1264,2,755
1265,17,755
1266,10,756
1267,4,757
1268,13,758
1269,7,758
1270,4,759
1271,18,759
1272,4,760
1273,4,761
1274,7,761
1275,13,761
1276,4,762
1277,13,762
1278,7,762
1279,1,763
1280,14,763
1281,1,764
1282,4,765
1283,13,765
1284,7,765
1285,12,766
1286,2,766
1287,19,767
1288,19,768
1289,16,768
1290,1,768
1291,19,769
1292,7,769
1293,1,770
1294,17,770
1295,1,771
1296,16,772
1297,6,773
1298,1,773
1299,10,774
1300,21,775
1301,5,775
1302,5,776
1303,15,777
1304,2,777
1305,11,777
1306,4,778
1307,7,778
1308,18,779
1309,16,779
1310,10,780
1311,1,781
1312,10,782
1313,5,783
1314,15,784
1315,1,785
1316,11,785
1317,1,786
1318,5,787
1319,11,787
1320,13,788
1321,7,788
1322,15,789
1323,5,790
1324,11,790
1325,1,791
1326,15,792
1327,19,792
1328,6,792
1329,12,792
1330,11,792
1331,19,793
1332,4,793
1333,5,794
1334,1,794
1335,16,795
1336,13,795
1337,18,795
1338,7,795
1339,4,796
1340,7,796
1341,14,797
1342,19,797
1343,1,797
1344,1,798
1345,5,799
1346,17,799
1347,11,800
1348,7,801
1349,4,801
1350,16,802
1351,1,802
1352,13,802
1353,7,802
1354,10,803
1355,18,804
1356,15,805
1357,15,806
1358,6,806
1359,11,806
1360,14,807
1361,19,807
1362,19,808
1363,18,808
1364,5,809
1365,1,810
1366,4,811
1367,7,811
1368,4,812
1369,7,812
1370,19,813
1371,7,813
1372,4,813
1373,1,814
1374,13,814
1375,11,814
1376,2,815
1377,17,815
1378,1,816
1379,15,817
1380,22,817
1381,1,818
1382,5,818
1383,15,819
1384,6,819
1385,12,819
1386,15,820
1387,2,820
1388,15,821
1389,19,822
1390,16,822
1391,18,823
1392,1,823
1393,10,824
1394,1,824
1395,11,825
1396,1,825
1397,19,826
1398,1,826
1399,1,827
1400,1,828
1401,19,829
1402,4,829
1403,1,830
1404,1,831
1405,10,832
1406,29,833
1407,2,834
1408,1,834
1409,12,834
1410,13,834
1411,16,835
1412,1,835
1413,10,836
1414,15,837
1415,1,838
1416,5,838
1417,5,839
1418,14,840
1419,19,840
1420,1,840
1421,1,841
1422,1,842
1423,7,842
1424,15,843
1425,1,844
1426,10,845
1427,10,846
1428,19,847
1429,16,847
1430,10,848
1431,11,849
1432,11,850
1433,1,850
1434,5,850
1435,7,851
1436,4,852
1437,7,852
1438,16,853
1439,1,853
1440,7,854
1441,16,854
1442,1,854
1443,5,855
1444,11,856
1445,17,856
1446,5,856
1447,1,857
1448,13,857
1449,14,858
1450,19,858
1451,15,859
1452,12,859
1453,15,860
1454,6,860
1455,11,860
1456,12,860
1457,1,861
1458,16,862
1459,19,862
1460,1,863
1461,1,864
1462,10,865
1463,4,866
1464,1,867
1465,21,867
1466,4,868
1467,11,869
1468,12,869
1469,16,870
1470,7,870
1471,10,871
1472,5,872
1473,1,872
1474,10,873
1475,19,874
1476,2,874
1477,18,874
1478,11,875
1479,1,876
1480,1,877
1481,7,877
1482,19,878
1483,1,879
1484,5,880
1485,1,881
1486,7,881
1487,14,881
1488,11,882
1489,10,883
1490,21,884
1491,1,884
1492,12,885
1493,2,885
1494,1,886
1495,11,887
1496,1,887
1497,11,888
1498,19,889
1499,14,889
1500,4,890
1501,1,891
1502,16,892
1503,5,892
1504,7,892
1505,10,893
1506,5,894
1507,1,894
1508,1,895
1509,22,895
1510,15,896
1511,16,897
1512,19,897
1513,1,898
1514,2,898
1515,18,898
1516,12,899
1517,11,899
1518,5,899
1519,1,900
1520,5,901
1521,10,902
1522,10,903
1523,15,904
1524,11,904
1525,12,904
1526,2,904
1527,1,905
1528,10,906
1529,1,907
1530,17,907
1531,5,907
1532,11,908
1533,18,909
1534,19,909
1535,10,910
1536,16,911
1537,19,911
1538,19,912
1539,7,912
1540,15,913
1541,6,914
1542,12,914
1543,2,914
1544,17,914
1545,5,914
1546,19,915
1547,6,915
1548,5,915
1549,18,915
1550,7,915
1551,4,916
1552,13,916
1553,4,917
1554,13,917
1555,7,917
1556,5,918
1557,1,918
1558,19,919
1559,1,919
1560,1,920
1561,18,920
1562,7,920
1563,1,921
1564,16,922
1565,15,923
1566,6,923
1567,11,923
1568,5,924
1569,1,925
1570,5,926
1571,5,927
1572,5,928
1573,10,929
1574,19,930
1575,18,930
1576,7,931
1577,4,931
1578,5,932
1579,1,933
1580,14,933
1581,16,934
1582,7,934
1583,15,935
1584,5,936
1585,14,937
1586,19,937
1587,5,938
1588,11,939
1589,1,939
1590,11,940
1591,1,940
1592,5,940
1593,19,941
1594,19,942
1595,6,942
1596,18,942
1597,1,943
1598,7,943
1599,1,944
1600,15,945
1601,6,945
1602,11,945
1603,5,946
1604,10,947
1605,5,948
1606,1,949
1607,1,950
1608,5,951
1609,11,952
1610,1,953
1611,19,954
1612,11,954
1613,10,955
1614,13,956
1615,2,956
1616,7,956
1617,5,957
1618,11,958
1619,10,958
1620,1,959
1621,16,960
1622,13,960
1623,7,960
1624,1,961
1625,6,962
1626,2,962
1627,4,963
1628,13,963
1629,7,963
1630,1,964
1631,13,965
1632,7,965
1633,10,966
1634,7,967
1635,1,968
1636,19,969
1637,7,969
1638,19,970
1639,1,970
1640,5,970
1641,15,971
1642,6,971
1643,11,971
1644,12,971
1645,10,972
1646,1,973
1647,1,974
1648,4,974
1649,18,975
1650,5,976
1651,11,977
1652,19,977
1653,19,978
1654,4,978
1655,7,978
1656,1,979
1657,10,980
1658,1,981
1659,7,982
1660,19,983
1661,1,984
1662,5,985
1663,5,986
1664,11,986
1665,11,987
1666,19,988
1667,1,988
1668,18,988
1669,7,989
1670,1,989
1671,10,990
1672,19,991
1673,11,991
1674,4,991
1675,15,992
1676,6,992
1677,11,992
1678,12,992
1679,18,992
1680,19,993
1681,6,993
1682,19,994
1683,4,994
1684,18,995
1685,19,995
1686,1,996
1687,5,997
1688,1,997
1689,5,998
1690,5,999
1691,5,1000
1692,19,1001
1693,20,1001
1694,5,1002
1695,15,1003
1696,2,1003
1697,1,1004
1698,14,1004
1699,19,1005
1700,16,1005
1701,5,1006
1702,15,1007
1703,12,1007
1704,11,1007
1705,5,1008
1706,5,1009
1707,5,1010
1708,10,1011
1709,4,1012
1710,19,1013
1711,6,1013
1712,18,1013
1713,11,1014
1714,4,1014
1715,4,1015
1716,7,1015
1717,4,1016
1718,5,1017
1719,11,1017
1720,18,1018
1721,7,1018
1722,17,1019
1723,1,1019
1724,4,1020
1725,4,1021
1726,7,1021
1727,1,1022
1728,1,1023
1729,5,1023
1730,1,1024
1731,10,1025
1732,11,1026
1733,2,1026
1734,20,1026
1735,1,1027
1736,13,1027
1737,7,1027
1738,19,1028
1739,7,1028
1740,16,1029
1741,19,1029
1742,15,1030
1743,11,1030
1744,12,1030
1745,15,1031
1746,15,1032
1747,1,1033
1748,5,1033
1749,19,1034
1750,18,1034
1751,19,1035
1752,14,1035
1753,18,1036
1754,19,1036
1755,19,1037
1756,16,1037
1757,1,1037
1758,1,1038
1759,15,1039
1760,6,1039
1761,11,1039
1762,12,1039
1763,2,1039
1764,19,1040
1765,6,1040
1766,6,1041
1767,1,1042
1768,5,1042
1769,13,1042
1770,5,1043
1771,1,1044
1772,5,1045
1773,4,1046
1774,7,1046
1775,15,1047
1776,12,1047
1777,13,1047
1778,29,1048
1779,1,1049
1780,5,1049
1781,19,1050
1782,16,1050
1783,1,1050
1784,15,1051
1785,12,1051
1786,1,1052
1787,7,1052
1788,19,1053
1789,1,1053
1790,14,1053
1791,15,1054
1792,19,1054
1793,2,1054
1794,1,1055
1795,5,1055
1796,1,1056
1797,7,1056
1798,1,1057
1799,24,1058
1800,7,1058
1801,10,1059
1802,11,1060
1803,5,1060
1804,4,1061
1805,7,1061
1806,15,1062
1807,6,1062
1808,11,1062
1809,6,1063
1810,19,1063
1811,1,1064
1812,1,1065
1813,1,1066
1814,5,1066
1815,7,1067
1816,1,1068
1817,18,1068
1818,7,1068
1819,1,1069
1820,10,1070
1821,1,1071
1822,2,1071
1823,10,1072
1824,1,1073
1825,4,1073
1826,7,1073
1827,10,1074
1828,10,1075
1829,19,1076
1830,16,1077
1831,1,1077
1832,7,1077
1833,1,1078
1834,11,1078
1835,1,1079
1836,15,1080
1837,11,1080
1838,6,1080
1839,12,1081
1840,19,1082
1841,1,1082
1842,14,1082
1843,7,1083
1844,18,1084
1845,19,1084
1846,7,1085
1847,10,1086
1848,1,1087
1849,1,1088
1850,19,1088
1851,19,1089
1852,5,1090
1853,1,1091
1854,1,1092
1855,15,1093
1856,6,1093
1857,11,1093
1858,16,1094
1859,19,1094
1860,7,1094
1861,5,1095
1862,1,1096
1863,5,1096
1864,15,1097
1865,12,1097
1866,4,1098
1867,13,1098
1868,6,1099
1869,1,1100
1870,1,1101
1871,2,1102
1872,6,1102
1873,1,1103
1874,16,1104
1875,1,1104
1876,11,1105
1877,1,1105
1878,1,1106
1879,16,1107
1880,13,1107
1881,7,1107
1882,19,1108
1883,15,1109
1884,15,1110
1885,2,1110
1886,19,1110
1887,15,1111
1888,15,1112
1889,18,1112
1890,15,1113
1891,15,1114
1892,15,1115
1893,15,1116
1894,15,1117
1895,5,1118
1896,15,1119
1897,5,1120
1898,6,1121
1899,15,1121
1900,15,1122
1901,6,1122
1902,11,1122
1903,13,1123
1904,16,1123
1905,7,1123
1906,2,1124
1907,1,1124
1908,10,1125
1909,11,1126
1910,1,1126
1911,13,1127
1912,2,1127
1913,15,1128
1914,11,1129
1915,5,1130
1916,11,1130
1917,5,1131
1918,5,1132
1919,5,1133
1920,11,1134
1921,13,1134
1922,4,1134
1923,17,1134
1924,19,1135
1925,14,1135
1926,5,1136
1927,1,1137
1928,19,1138
1929,7,1138
1930,5,1139
1931,1,1140
1932,11,1140
1933,15,1141
1934,19,1141
1935,12,1141
1936,1,1142
1937,5,1142
1938,1,1143
1939,1,1144
1940,14,1144
1941,1,1145
1942,5,1145
1943,19,1146
1944,7,1146
1945,1,1147
1946,12,1147
1947,11,1148
1948,10,1149
1949,4,1150
1950,13,1150
1951,7,1150
1952,1,1151
1953,11,1151
1954,10,1152
1955,24,1153
1956,16,1154
1957,19,1154
1958,11,1155
1959,1,1155
1960,19,1156
1961,7,1156
1962,18,1157
1963,19,1157
1964,7,1157
1965,11,1158
1966,1,1158
1967,19,1159
1968,19,1160
1969,16,1160
1970,1,1160
1971,7,1160
1972,11,1161
1973,5,1161
1974,13,1162
1975,7,1162
1976,4,1163
1977,1,1164
1978,3,1164
1979,4,1165
1980,16,1166
1981,19,1166
1982,5,1167
1983,19,1168
1984,7,1168
1985,5,1169
1986,1,1170
1987,1,1171
1988,2,1172
1989,19,1172
1990,6,1172
1991,7,1173
1992,4,1174
1993,11,1175
1994,1,1175
1995,5,1176
1996,1,1176
1997,14,1177
1998,19,1178
1999,11,1178
2000,16,1178
2001,1,1179
2002,16,1180
2003,7,1180
2004,1,1180
2005,1,1181
2006,4,1182
2007,7,1182
2008,19,1183
2009,18,1183
2010,6,1183
2011,15,1184
2012,6,1184
2013,11,1185
2014,1,1185
2015,19,1186
2016,4,1186
2017,7,1186
2018,11,1187
2019,16,1187
2020,1,1187
2021,19,1187
2022,19,1188
2023,6,1188
2024,18,1189
2025,7,1189
2026,1,1190
2027,5,1190
2028,15,1191
2029,6,1191
2030,11,1191
2031,7,1192
2032,10,1193
2033,29,1193
2034,19,1194
2035,16,1194
2036,1,1194
2037,19,1195
2038,11,1196
2039,1,1196
2040,21,1197
2041,11,1197
2042,5,1198
2043,11,1199
2044,5,1199
2045,1,1200
2046,15,1201
2047,10,1202
2048,11,1203
2049,16,1204
2050,1,1204
2051,19,1205
2052,6,1205
2053,7,1205
2054,15,1206
2055,18,1206
2056,19,1206
2057,7,1207
2058,17,1208
2059,5,1209
2060,19,1210
2061,15,1211
2062,10,1212
2063,19,1213
2064,1,1213
2065,19,1214
2066,4,1214
2067,18,1214
2068,7,1214
2069,1,1215
2070,5,1215
2071,19,1216
2072,18,1216
2073,7,1216
2074,15,1217
2075,19,1217
2076,5,1218
2077,1,1218
2078,7,1219
2079,15,1220
2080,11,1220
2081,12,1220
